id,title,type,release_year,age_certification,runtime,genre.2.1,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Revenue(In Millions)
tm150112,Old School,MOVIE,2003,R,88,comedy,['US'],7,229171,17.131,7,288
tm150112,Old School,MOVIE,2003,R,88,european,['US'],7,229171,17.131,7,288
ts22337,NCIS,SHOW,2003,TV-14,43,crime,['US'],7.8,143846,251.622,7.8,82
ts22337,NCIS,SHOW,2003,TV-14,43,action,['US'],7.8,143846,251.622,7.8,82
ts22337,NCIS,SHOW,2003,TV-14,43,thriller,['US'],7.8,143846,251.622,7.8,82
ts22337,NCIS,SHOW,2003,TV-14,43,drama,['US'],7.8,143846,251.622,7.8,82
ts22337,NCIS,SHOW,2003,TV-14,43,comedy,['US'],7.8,143846,251.622,7.8,82
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,scifi,['US'],9.3,303666,56.915,9.3,218
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,animation,['US'],9.3,303666,56.915,9.3,218
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,action,['US'],9.3,303666,56.915,9.3,218
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,family,['US'],9.3,303666,56.915,9.3,218
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,fantasy,['US'],9.3,303666,56.915,9.3,218
tm80906,Anchorman: The Legend of Ron Burgundy,MOVIE,2004,PG-13,95,comedy,['US'],7.1,353118,20.606,7.1,202
ts20604,Friday Night Lights,SHOW,2006,TV-14,43,drama,['US'],8.7,65199,19.681,8.7,188
ts20604,Friday Night Lights,SHOW,2006,TV-14,43,sport,['US'],8.7,65199,19.681,8.7,188
ts20573,The IT Crowd,SHOW,2006,TV-14,25,comedy,['GB'],8.5,149586,31.031,8.5,9
ts20573,The IT Crowd,SHOW,2006,TV-14,25,european,['GB'],8.5,149586,31.031,8.5,9
tm92641,Inception,MOVIE,2010,PG-13,148,action,"['US', 'GB']",8.8,2294231,108.284,8.8,265
tm92641,Inception,MOVIE,2010,PG-13,148,scifi,"['US', 'GB']",8.8,2294231,108.284,8.8,265
tm92641,Inception,MOVIE,2010,PG-13,148,music,"['US', 'GB']",8.8,2294231,108.284,8.8,265
tm92641,Inception,MOVIE,2010,PG-13,148,thriller,"['US', 'GB']",8.8,2294231,108.284,8.8,265
ts22099,The Spectacular Spider-Man,SHOW,2008,TV-Y7,22,action,['US'],8.3,14996,41.509,8.3,230
ts22099,The Spectacular Spider-Man,SHOW,2008,TV-Y7,22,animation,['US'],8.3,14996,41.509,8.3,230
ts22099,The Spectacular Spider-Man,SHOW,2008,TV-Y7,22,family,['US'],8.3,14996,41.509,8.3,230
ts22099,The Spectacular Spider-Man,SHOW,2008,TV-Y7,22,scifi,['US'],8.3,14996,41.509,8.3,230
ts22099,The Spectacular Spider-Man,SHOW,2008,TV-Y7,22,comedy,['US'],8.3,14996,41.509,8.3,230
tm27911,The Departed,MOVIE,2006,R,151,drama,['US'],8.5,1296244,33.795,8.5,100
tm27911,The Departed,MOVIE,2006,R,151,thriller,['US'],8.5,1296244,33.795,8.5,100
tm27911,The Departed,MOVIE,2006,R,151,crime,['US'],8.5,1296244,33.795,8.5,100
tm27911,The Departed,MOVIE,2006,R,151,action,['US'],8.5,1296244,33.795,8.5,100
ts21464,Zoey 101,SHOW,2005,TV-G,25,drama,['US'],6.1,15808,53.044,6.1,246
ts21464,Zoey 101,SHOW,2005,TV-G,25,comedy,['US'],6.1,15808,53.044,6.1,246
ts21464,Zoey 101,SHOW,2005,TV-G,25,family,['US'],6.1,15808,53.044,6.1,246
ts21464,Zoey 101,SHOW,2005,TV-G,25,romance,['US'],6.1,15808,53.044,6.1,246
tm88465,Insidious,MOVIE,2010,PG-13,103,horror,"['CA', 'US']",6.8,303820,99.129,6.8,175
tm88465,Insidious,MOVIE,2010,PG-13,103,thriller,"['CA', 'US']",6.8,303820,99.129,6.8,175
tm172683,War of the Worlds,MOVIE,2005,PG-13,117,action,['US'],6.5,444229,36.989,6.5,292
tm172683,War of the Worlds,MOVIE,2005,PG-13,117,thriller,['US'],6.5,444229,36.989,6.5,292
tm172683,War of the Worlds,MOVIE,2005,PG-13,117,scifi,['US'],6.5,444229,36.989,6.5,292
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,animation,['JP'],9,309445,120.545,9,208
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,thriller,['JP'],9,309445,120.545,9,208
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,scifi,['JP'],9,309445,120.545,9,208
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,drama,['JP'],9,309445,120.545,9,208
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,fantasy,['JP'],9,309445,120.545,9,208
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,crime,['JP'],9,309445,120.545,9,208
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,drama,['US'],7.7,314422,479.354,7.7,7
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,scifi,['US'],7.7,314422,479.354,7.7,7
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,horror,['US'],7.7,314422,479.354,7.7,7
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,romance,['US'],7.7,314422,479.354,7.7,7
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,thriller,['US'],7.7,314422,479.354,7.7,7
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,fantasy,['US'],7.7,314422,479.354,7.7,7
ts20305,Naruto,SHOW,2002,TV-PG,23,animation,['JP'],8.4,96729,218.843,8.4,99
ts20305,Naruto,SHOW,2002,TV-PG,23,action,['JP'],8.4,96729,218.843,8.4,99
ts20305,Naruto,SHOW,2002,TV-PG,23,scifi,['JP'],8.4,96729,218.843,8.4,99
ts20305,Naruto,SHOW,2002,TV-PG,23,comedy,['JP'],8.4,96729,218.843,8.4,99
ts20305,Naruto,SHOW,2002,TV-PG,23,fantasy,['JP'],8.4,96729,218.843,8.4,99
ts20305,Naruto,SHOW,2002,TV-PG,23,thriller,['JP'],8.4,96729,218.843,8.4,99
tm42877,Wanted,MOVIE,2008,R,110,action,"['DE', 'US']",6.7,384995,33.101,6.7,96
tm42877,Wanted,MOVIE,2008,R,110,thriller,"['DE', 'US']",6.7,384995,33.101,6.7,96
tm42877,Wanted,MOVIE,2008,R,110,crime,"['DE', 'US']",6.7,384995,33.101,6.7,96
tm42877,Wanted,MOVIE,2008,R,110,fantasy,"['DE', 'US']",6.7,384995,33.101,6.7,96
tm39030,Casino Royale,MOVIE,2006,Unrated,144,action,"['DE', 'GB', 'US', 'BS', 'CZ']",8,649676,40.164,8,50
tm39030,Casino Royale,MOVIE,2006,Unrated,144,thriller,"['DE', 'GB', 'US', 'BS', 'CZ']",8,649676,40.164,8,50
tm39030,Casino Royale,MOVIE,2006,Unrated,144,european,"['DE', 'GB', 'US', 'BS', 'CZ']",8,649676,40.164,8,50
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,comedy,"['CA', 'US']",7.6,20910,52.369,7.6,163
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,scifi,"['CA', 'US']",7.6,20910,52.369,7.6,163
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,animation,"['CA', 'US']",7.6,20910,52.369,7.6,163
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,fantasy,"['CA', 'US']",7.6,20910,52.369,7.6,163
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,family,"['CA', 'US']",7.6,20910,52.369,7.6,163
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,drama,"['CA', 'US']",7.6,20910,52.369,7.6,163
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,music,"['CA', 'US']",7.6,20910,52.369,7.6,163
tm997728,Blade Runner: The Final Cut,MOVIE,2007,R,117,action,['US'],6.510860656,23439.38247,0.055091,6.510860656,119
tm997728,Blade Runner: The Final Cut,MOVIE,2007,R,117,thriller,['US'],6.510860656,23439.38247,0.055091,6.510860656,119
tm997728,Blade Runner: The Final Cut,MOVIE,2007,R,117,scifi,['US'],6.510860656,23439.38247,0.055091,6.510860656,119
ts17942,Chappelle's Show,SHOW,2003,TV-14,21,comedy,['US'],8.8,63107,14.116,8.8,188
ts17942,Chappelle's Show,SHOW,2003,TV-14,21,music,['US'],8.8,63107,14.116,8.8,188
tm89677,The Terminal,MOVIE,2004,PG-13,128,drama,['US'],7.4,441752,21.384,7.4,270
tm89677,The Terminal,MOVIE,2004,PG-13,128,comedy,['US'],7.4,441752,21.384,7.4,270
tm89677,The Terminal,MOVIE,2004,PG-13,128,romance,['US'],7.4,441752,21.384,7.4,270
tm78592,Michael Clayton,MOVIE,2007,R,114,thriller,['US'],7.2,165109,16.97,7.2,187
tm78592,Michael Clayton,MOVIE,2007,R,114,drama,['US'],7.2,165109,16.97,7.2,187
tm78592,Michael Clayton,MOVIE,2007,R,114,crime,['US'],7.2,165109,16.97,7.2,187
tm105329,Road to Perdition,MOVIE,2002,R,117,thriller,['US'],7.7,265216,18.739,7.7,253
tm105329,Road to Perdition,MOVIE,2002,R,117,documentation,['US'],7.7,265216,18.739,7.7,253
tm105329,Road to Perdition,MOVIE,2002,R,117,drama,['US'],7.7,265216,18.739,7.7,253
tm105329,Road to Perdition,MOVIE,2002,R,117,crime,['US'],7.7,265216,18.739,7.7,253
ts30311,Victorious,SHOW,2010,TV-G,25,comedy,['US'],6.9,24838,71.494,6.9,36
ts30311,Victorious,SHOW,2010,TV-G,25,family,['US'],6.9,24838,71.494,6.9,36
ts30311,Victorious,SHOW,2010,TV-G,25,drama,['US'],6.9,24838,71.494,6.9,36
ts30311,Victorious,SHOW,2010,TV-G,25,music,['US'],6.9,24838,71.494,6.9,36
ts30311,Victorious,SHOW,2010,TV-G,25,romance,['US'],6.9,24838,71.494,6.9,36
ts30311,Victorious,SHOW,2010,TV-G,25,sport,['US'],6.9,24838,71.494,6.9,36
tm139658,Big Fish,MOVIE,2003,PG-13,125,action,['US'],8,437650,21.158,8,253
tm139658,Big Fish,MOVIE,2003,PG-13,125,fantasy,['US'],8,437650,21.158,8,253
tm139658,Big Fish,MOVIE,2003,PG-13,125,drama,['US'],8,437650,21.158,8,253
tm139658,Big Fish,MOVIE,2003,PG-13,125,romance,['US'],8,437650,21.158,8,253
tm26327,The Hurt Locker,MOVIE,2008,R,131,thriller,['US'],7.5,446904,28.341,7.5,91
tm26327,The Hurt Locker,MOVIE,2008,R,131,drama,['US'],7.5,446904,28.341,7.5,91
tm26327,The Hurt Locker,MOVIE,2008,R,131,war,['US'],7.5,446904,28.341,7.5,91
tm95477,Troy,MOVIE,2004,R,163,action,"['MT', 'GB', 'US']",7.3,527447,48.407,7.3,220
tm95477,Troy,MOVIE,2004,R,163,history,"['MT', 'GB', 'US']",7.3,527447,48.407,7.3,220
tm95477,Troy,MOVIE,2004,R,163,war,"['MT', 'GB', 'US']",7.3,527447,48.407,7.3,220
tm95477,Troy,MOVIE,2004,R,163,drama,"['MT', 'GB', 'US']",7.3,527447,48.407,7.3,220
tm95477,Troy,MOVIE,2004,R,163,european,"['MT', 'GB', 'US']",7.3,527447,48.407,7.3,220
tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,crime,"['AU', 'DE', 'GB', 'US']",7.6,625708,43.297,7.6,255
tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,thriller,"['AU', 'DE', 'GB', 'US']",7.6,625708,43.297,7.6,255
tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,action,"['AU', 'DE', 'GB', 'US']",7.6,625708,43.297,7.6,255
ts22267,Trailer Park Boys,SHOW,2001,TV-MA,25,comedy,['CA'],8.6,42733,22.603,8.6,171
ts22267,Trailer Park Boys,SHOW,2001,TV-MA,25,crime,['CA'],8.6,42733,22.603,8.6,171
tm133767,Love Actually,MOVIE,2003,R,135,drama,"['GB', 'US']",7.6,476101,36.484,7.6,300
tm133767,Love Actually,MOVIE,2003,R,135,comedy,"['GB', 'US']",7.6,476101,36.484,7.6,300
tm133767,Love Actually,MOVIE,2003,R,135,romance,"['GB', 'US']",7.6,476101,36.484,7.6,300
ts2230,America's Next Top Model,SHOW,2003,TV-14,44,reality,['US'],5.6,17905,14.501,5.6,164
tm45454,Get Smart,MOVIE,2008,PG-13,110,comedy,['US'],6.5,216695,22.421,6.5,43
tm45454,Get Smart,MOVIE,2008,PG-13,110,thriller,['US'],6.5,216695,22.421,6.5,43
tm45454,Get Smart,MOVIE,2008,PG-13,110,action,['US'],6.5,216695,22.421,6.5,43
tm26897,Quantum of Solace,MOVIE,2008,PG-13,106,thriller,"['GB', 'US']",6.6,444241,31.298,6.6,260
tm26897,Quantum of Solace,MOVIE,2008,PG-13,106,action,"['GB', 'US']",6.6,444241,31.298,6.6,260
tm133374,The Blind Side,MOVIE,2009,PG-13,129,drama,['US'],7.6,327675,63.663,7.6,94
tm133374,The Blind Side,MOVIE,2009,PG-13,129,sport,['US'],7.6,327675,63.663,7.6,94
tm195620,Apocalypse Now Redux,MOVIE,2001,R,196,drama,['US'],6.510860656,23439.38247,4.147341,6.510860656,139
tm195620,Apocalypse Now Redux,MOVIE,2001,R,196,war,['US'],6.510860656,23439.38247,4.147341,6.510860656,139
tm195620,Apocalypse Now Redux,MOVIE,2001,R,196,horror,['US'],6.510860656,23439.38247,4.147341,6.510860656,139
tm195620,Apocalypse Now Redux,MOVIE,2001,R,196,thriller,['US'],6.510860656,23439.38247,4.147341,6.510860656,139
tm136808,Identity,MOVIE,2003,R,90,thriller,['US'],7.3,240433,19.558,7.3,12
tm70807,I Am Legend,MOVIE,2007,PG-13,101,scifi,['US'],7.2,745093,69.139,7.2,107
tm70807,I Am Legend,MOVIE,2007,PG-13,101,thriller,['US'],7.2,745093,69.139,7.2,107
tm70807,I Am Legend,MOVIE,2007,PG-13,101,action,['US'],7.2,745093,69.139,7.2,107
tm70807,I Am Legend,MOVIE,2007,PG-13,101,drama,['US'],7.2,745093,69.139,7.2,107
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,23,comedy,"['CA', 'US']",7.2,38046,67.192,7.2,211
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,23,scifi,"['CA', 'US']",7.2,38046,67.192,7.2,211
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,23,animation,"['CA', 'US']",7.2,38046,67.192,7.2,211
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,23,family,"['CA', 'US']",7.2,38046,67.192,7.2,211
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,23,fantasy,"['CA', 'US']",7.2,38046,67.192,7.2,211
tm93055,Grown Ups,MOVIE,2010,PG-13,102,comedy,['US'],5.9,249934,98.37,5.9,87
tm93055,Grown Ups,MOVIE,2010,PG-13,102,drama,['US'],5.9,249934,98.37,5.9,87
tm93055,Grown Ups,MOVIE,2010,PG-13,102,european,['US'],5.9,249934,98.37,5.9,87
tm85811,The Girl Next Door,MOVIE,2004,Unrated,110,comedy,['US'],6.7,223380,37.315,6.7,239
tm85811,The Girl Next Door,MOVIE,2004,Unrated,110,romance,['US'],6.7,223380,37.315,6.7,239
tm85811,The Girl Next Door,MOVIE,2004,Unrated,110,drama,['US'],6.7,223380,37.315,6.7,239
ts22456,Ned's Declassified School Survival Guide,SHOW,2004,TV-G,25,family,['US'],7.4,17864,33.115,7.4,112
ts22456,Ned's Declassified School Survival Guide,SHOW,2004,TV-G,25,comedy,['US'],7.4,17864,33.115,7.4,112
tm101914,The Fighter,MOVIE,2010,R,115,drama,['US'],6.510860656,23439.38247,17.007,6.510860656,215
tm131038,Public Enemies,MOVIE,2009,R,140,action,"['US', 'JP']",7,300773,85.039,7,286
tm131038,Public Enemies,MOVIE,2009,R,140,crime,"['US', 'JP']",7,300773,85.039,7,286
tm131038,Public Enemies,MOVIE,2009,R,140,drama,"['US', 'JP']",7,300773,85.039,7,286
tm131038,Public Enemies,MOVIE,2009,R,140,history,"['US', 'JP']",7,300773,85.039,7,286
tm131038,Public Enemies,MOVIE,2009,R,140,european,"['US', 'JP']",7,300773,85.039,7,286
tm58382,Not Another Teen Movie,MOVIE,2001,R,89,comedy,['US'],5.7,105352,36.438,5.7,148
tm35463,Blow,MOVIE,2001,R,124,crime,['US'],7.5,258431,24.348,7.5,170
tm35463,Blow,MOVIE,2001,R,124,drama,['US'],7.5,258431,24.348,7.5,170
tm30603,Hancock,MOVIE,2008,PG-13,92,fantasy,['US'],6.4,476593,121.985,6.4,229
tm30603,Hancock,MOVIE,2008,PG-13,92,action,['US'],6.4,476593,121.985,6.4,229
tm30603,Hancock,MOVIE,2008,PG-13,92,crime,['US'],6.4,476593,121.985,6.4,229
tm30603,Hancock,MOVIE,2008,PG-13,92,drama,['US'],6.4,476593,121.985,6.4,229
ts22018,iCarly,SHOW,2007,TV-G,26,comedy,['US'],6.7,38877,100.996,6.7,120
ts22018,iCarly,SHOW,2007,TV-G,26,family,['US'],6.7,38877,100.996,6.7,120
ts22018,iCarly,SHOW,2007,TV-G,26,romance,['US'],6.7,38877,100.996,6.7,120
tm20959,The Pursuit of Happyness,MOVIE,2006,PG-13,117,drama,['US'],8,501457,47.893,8,278
tm20959,The Pursuit of Happyness,MOVIE,2006,PG-13,117,european,['US'],8,501457,47.893,8,278
tm136308,Monster,MOVIE,2003,R,110,crime,['US'],7.3,150339,16.309,7.3,278
tm136308,Monster,MOVIE,2003,R,110,drama,['US'],7.3,150339,16.309,7.3,278
tm136308,Monster,MOVIE,2003,R,110,thriller,['US'],7.3,150339,16.309,7.3,278
tm136308,Monster,MOVIE,2003,R,110,european,['US'],7.3,150339,16.309,7.3,278
tm29737,Rambo,MOVIE,2008,R,92,action,"['DE', 'US']",7,230333,72.224,7,28
tm29737,Rambo,MOVIE,2008,R,92,thriller,"['DE', 'US']",7,230333,72.224,7,28
tm29737,Rambo,MOVIE,2008,R,92,war,"['DE', 'US']",7,230333,72.224,7,28
tm29737,Rambo,MOVIE,2008,R,92,european,"['DE', 'US']",7,230333,72.224,7,28
tm148270,Something's Gotta Give,MOVIE,2003,PG-13,128,drama,['US'],6.7,121364,14.619,6.7,202
tm148270,Something's Gotta Give,MOVIE,2003,PG-13,128,comedy,['US'],6.7,121364,14.619,6.7,202
tm148270,Something's Gotta Give,MOVIE,2003,PG-13,128,romance,['US'],6.7,121364,14.619,6.7,202
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,R,83,comedy,['US'],7,194695,15.026,7,18
tm46436,Thir13en Ghosts,MOVIE,2001,R,91,horror,"['CA', 'US']",5.6,87083,50.592,5.6,80
tm46436,Thir13en Ghosts,MOVIE,2001,R,91,thriller,"['CA', 'US']",5.6,87083,50.592,5.6,80
tm46436,Thir13en Ghosts,MOVIE,2001,R,91,fantasy,"['CA', 'US']",5.6,87083,50.592,5.6,80
ts21197,Merlin,SHOW,2008,TV-PG,44,action,['GB'],7.9,80927,74.931,7.9,267
ts21197,Merlin,SHOW,2008,TV-PG,44,drama,['GB'],7.9,80927,74.931,7.9,267
ts21197,Merlin,SHOW,2008,TV-PG,44,scifi,['GB'],7.9,80927,74.931,7.9,267
ts21197,Merlin,SHOW,2008,TV-PG,44,fantasy,['GB'],7.9,80927,74.931,7.9,267
ts21197,Merlin,SHOW,2008,TV-PG,44,european,['GB'],7.9,80927,74.931,7.9,267
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,action,['US'],7.9,6636,28.925,7.9,197
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,animation,['US'],7.9,6636,28.925,7.9,197
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,comedy,['US'],7.9,6636,28.925,7.9,197
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,drama,['US'],7.9,6636,28.925,7.9,197
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,family,['US'],7.9,6636,28.925,7.9,197
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,scifi,['US'],7.9,6636,28.925,7.9,197
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,animation,['US'],6.9,229274,58.945,6.9,231
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,comedy,['US'],6.9,229274,58.945,6.9,231
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,family,['US'],6.9,229274,58.945,6.9,231
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,fantasy,['US'],6.9,229274,58.945,6.9,231
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,scifi,['US'],6.9,229274,58.945,6.9,231
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,romance,['US'],6.9,229274,58.945,6.9,231
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,drama,['US'],6.9,229274,58.945,6.9,231
ts31263,The Mole,SHOW,2001,TV-14,47,reality,"['BE', 'US']",7.6,1155,2.189,7.6,270
ts30313,Offspring,SHOW,2010,Unrated,44,drama,['AU'],8.3,4880,10.243,8.3,287
ts30313,Offspring,SHOW,2010,Unrated,44,comedy,['AU'],8.3,4880,10.243,8.3,287
tm79895,Halloween,MOVIE,2007,R,109,horror,['US'],6,119606,38.491,6,216
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,scifi,['JP'],8.7,62367,35.011,8.7,22
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,action,['JP'],8.7,62367,35.011,8.7,22
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,animation,['JP'],8.7,62367,35.011,8.7,22
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,drama,['JP'],8.7,62367,35.011,8.7,22
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,war,['JP'],8.7,62367,35.011,8.7,22
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,thriller,['JP'],8.7,62367,35.011,8.7,22
tm116324,Jackass: The Movie,MOVIE,2002,R,88,comedy,['US'],6.6,94423,25.23,6.6,219
tm116324,Jackass: The Movie,MOVIE,2002,R,88,documentation,['US'],6.6,94423,25.23,6.6,219
tm116324,Jackass: The Movie,MOVIE,2002,R,88,action,['US'],6.6,94423,25.23,6.6,219
tm39828,Semi-Pro,MOVIE,2008,R,94,comedy,['US'],5.8,82159,12.789,5.8,146
tm39828,Semi-Pro,MOVIE,2008,R,94,sport,['US'],5.8,82159,12.789,5.8,146
tm39828,Semi-Pro,MOVIE,2008,R,94,european,['US'],5.8,82159,12.789,5.8,146
tm23935,The Lake House,MOVIE,2006,PG,99,drama,['US'],6.8,149070,16.31,6.8,71
tm23935,The Lake House,MOVIE,2006,PG,99,thriller,['US'],6.8,149070,16.31,6.8,71
tm23935,The Lake House,MOVIE,2006,PG,99,fantasy,['US'],6.8,149070,16.31,6.8,71
tm23935,The Lake House,MOVIE,2006,PG,99,romance,['US'],6.8,149070,16.31,6.8,71
tm23935,The Lake House,MOVIE,2006,PG,99,documentation,['US'],6.8,149070,16.31,6.8,71
tm78067,The Girl Next Door,MOVIE,2007,R,91,crime,['US'],6.5,26293,13.131,6.5,58
tm78067,The Girl Next Door,MOVIE,2007,R,91,drama,['US'],6.5,26293,13.131,6.5,58
tm78067,The Girl Next Door,MOVIE,2007,R,91,horror,['US'],6.5,26293,13.131,6.5,58
tm78067,The Girl Next Door,MOVIE,2007,R,91,thriller,['US'],6.5,26293,13.131,6.5,58
tm95252,The Book of Eli,MOVIE,2010,R,118,scifi,['US'],6.8,314920,30.476,6.8,127
tm95252,The Book of Eli,MOVIE,2010,R,118,action,['US'],6.8,314920,30.476,6.8,127
tm95252,The Book of Eli,MOVIE,2010,R,118,thriller,['US'],6.8,314920,30.476,6.8,127
tm95252,The Book of Eli,MOVIE,2010,R,118,drama,['US'],6.8,314920,30.476,6.8,127
tm95252,The Book of Eli,MOVIE,2010,R,118,european,['US'],6.8,314920,30.476,6.8,127
tm32919,Blood Diamond,MOVIE,2006,R,143,drama,"['DE', 'US']",8,541547,47.39,8,30
tm32919,Blood Diamond,MOVIE,2006,R,143,thriller,"['DE', 'US']",8,541547,47.39,8,30
tm32919,Blood Diamond,MOVIE,2006,R,143,action,"['DE', 'US']",8,541547,47.39,8,30
tm169949,Just Like Heaven,MOVIE,2005,PG-13,95,romance,['US'],6.7,108029,17.486,6.7,176
tm169949,Just Like Heaven,MOVIE,2005,PG-13,95,drama,['US'],6.7,108029,17.486,6.7,176
tm169949,Just Like Heaven,MOVIE,2005,PG-13,95,comedy,['US'],6.7,108029,17.486,6.7,176
tm169949,Just Like Heaven,MOVIE,2005,PG-13,95,fantasy,['US'],6.7,108029,17.486,6.7,176
tm30205,Ip Man,MOVIE,2008,R,106,drama,['HK'],8,222372,21.074,8,185
tm30205,Ip Man,MOVIE,2008,R,106,fantasy,['HK'],8,222372,21.074,8,185
tm30205,Ip Man,MOVIE,2008,R,106,comedy,['HK'],8,222372,21.074,8,185
tm30205,Ip Man,MOVIE,2008,R,106,history,['HK'],8,222372,21.074,8,185
tm30205,Ip Man,MOVIE,2008,R,106,action,['HK'],8,222372,21.074,8,185
tm40009,21,MOVIE,2008,PG-13,123,crime,['US'],6.8,249016,27.013,6.8,163
tm40009,21,MOVIE,2008,PG-13,123,drama,['US'],6.8,249016,27.013,6.8,163
tm40009,21,MOVIE,2008,PG-13,123,history,['US'],6.8,249016,27.013,6.8,163
tm40009,21,MOVIE,2008,PG-13,123,thriller,['US'],6.8,249016,27.013,6.8,163
tm141390,Friday the 13th,MOVIE,2009,R,97,horror,['US'],5.5,106970,45.551,5.5,279
tm141390,Friday the 13th,MOVIE,2009,R,97,thriller,['US'],5.5,106970,45.551,5.5,279
ts35155,Gurren Lagann,SHOW,2007,TV-14,24,action,['JP'],8.3,17024,27.924,8.3,257
ts35155,Gurren Lagann,SHOW,2007,TV-14,24,scifi,['JP'],8.3,17024,27.924,8.3,257
ts35155,Gurren Lagann,SHOW,2007,TV-14,24,animation,['JP'],8.3,17024,27.924,8.3,257
ts35155,Gurren Lagann,SHOW,2007,TV-14,24,comedy,['JP'],8.3,17024,27.924,8.3,257
ts35155,Gurren Lagann,SHOW,2007,TV-14,24,drama,['JP'],8.3,17024,27.924,8.3,257
tm94606,Let Me In,MOVIE,2010,R,116,drama,"['GB', 'US']",7.1,121008,22.791,7.1,155
tm94606,Let Me In,MOVIE,2010,R,116,horror,"['GB', 'US']",7.1,121008,22.791,7.1,155
tm94606,Let Me In,MOVIE,2010,R,116,thriller,"['GB', 'US']",7.1,121008,22.791,7.1,155
tm94606,Let Me In,MOVIE,2010,R,116,fantasy,"['GB', 'US']",7.1,121008,22.791,7.1,155
tm94606,Let Me In,MOVIE,2010,R,116,european,"['GB', 'US']",7.1,121008,22.791,7.1,155
ts15986,Dead Set,SHOW,2008,TV-MA,141,scifi,['GB'],7.6,19812,9.68,7.6,180
ts15986,Dead Set,SHOW,2008,TV-MA,141,reality,['GB'],7.6,19812,9.68,7.6,180
ts15986,Dead Set,SHOW,2008,TV-MA,141,thriller,['GB'],7.6,19812,9.68,7.6,180
ts15986,Dead Set,SHOW,2008,TV-MA,141,comedy,['GB'],7.6,19812,9.68,7.6,180
ts15986,Dead Set,SHOW,2008,TV-MA,141,drama,['GB'],7.6,19812,9.68,7.6,180
ts15986,Dead Set,SHOW,2008,TV-MA,141,horror,['GB'],7.6,19812,9.68,7.6,180
ts15986,Dead Set,SHOW,2008,TV-MA,141,european,['GB'],7.6,19812,9.68,7.6,180
